age,anciennete_mois,montant_mensuel,nombre_services,appels_support,score_satisfaction,type_contrat,contrat_mensuel,contrat_un_an,contrat_deux_ans,churn
47,4,64.74712375316442,2,1,8,un_an,0,1,0,0
69,67,67.52001038088135,1,3,7,un_an,0,1,0,0
56,29,57.58999804984691,2,1,3,mensuel,1,0,0,0
52,29,32.92495888667339,2,1,8,un_an,0,1,0,0
35,28,57.0632355851071,2,2,10,deux_ans,0,0,1,0
59,44,74.37499568630571,2,1,1,mensuel,1,0,0,0
56,4,62.261300227811915,1,2,1,un_an,0,1,0,0
34,9,72.82976746261002,3,0,10,mensuel,1,0,0,1
31,5,53.26433940981029,2,1,8,deux_ans,0,0,1,0
48,56,84.88672159755858,4,1,9,mensuel,1,0,0,0
41,50,20.0,5,0,10,mensuel,1,0,0,0
52,15,67.82881025846709,5,1,6,mensuel,1,0,0,1
61,32,91.97760694242557,4,1,5,un_an,0,1,0,0
62,28,94.95397032082926,2,0,2,mensuel,1,0,0,1
51,22,60.363476615150496,1,3,9,un_an,0,1,0,0
20,17,38.476036887142314,3,2,6,deux_ans,0,0,1,1
54,59,92.32945684686717,5,2,8,deux_ans,0,0,1,0
60,71,63.962696663888785,3,2,9,mensuel,1,0,0,0
57,57,61.820609214602385,1,1,9,deux_ans,0,0,1,0
43,26,47.142907182445384,5,2,8,un_an,0,1,0,0
72,25,40.00225038283485,3,2,10,mensuel,1,0,0,0
40,10,76.27726337848708,1,3,8,mensuel,1,0,0,1
61,45,78.39742909517321,3,1,3,mensuel,1,0,0,0
56,11,69.03088003598843,2,3,3,un_an,0,1,0,0
32,53,49.719084368123134,1,1,2,mensuel,1,0,0,1
73,68,43.700023497817,3,2,1,mensuel,1,0,0,0
66,28,36.35502689560214,2,1,4,un_an,0,1,0,0
21,65,53.78909647844054,2,0,2,un_an,0,1,0,0
46,49,44.88292870502072,1,2,2,un_an,0,1,0,0
39,47,30.813806094179093,4,2,5,un_an,0,1,0,0
42,52,78.02690024706096,5,0,4,mensuel,1,0,0,0
30,54,38.61872277030066,1,3,1,deux_ans,0,0,1,0
35,60,84.67845362861468,2,0,9,mensuel,1,0,0,0
50,57,72.88143420226928,2,0,4,un_an,0,1,0,0
33,47,70.88682375236797,1,2,5,un_an,0,1,0,0
62,31,98.30618092120183,4,4,7,mensuel,1,0,0,0
59,46,39.28394731870951,5,1,2,deux_ans,0,0,1,0
61,26,82.47543992097592,3,3,8,mensuel,1,0,0,0
19,5,59.04714853957141,1,3,2,mensuel,1,0,0,0
72,52,116.4214031325908,5,2,10,deux_ans,0,0,1,0
52,54,57.38411137721581,5,1,5,un_an,0,1,0,0
59,33,54.153833277487635,2,3,2,un_an,0,1,0,0
51,50,73.51071549714533,3,4,2,mensuel,1,0,0,0
47,38,60.821829355827205,1,2,4,un_an,0,1,0,0
72,27,49.83074075400262,2,2,4,mensuel,1,0,0,0
30,15,45.594464321283255,2,3,8,mensuel,1,0,0,0
30,61,94.16408976774807,4,0,6,mensuel,1,0,0,0
35,21,41.730767362000165,5,1,10,mensuel,1,0,0,0
49,46,69.46175120760999,1,1,8,un_an,0,1,0,0
49,69,86.1236827925219,1,1,7,mensuel,1,0,0,0
52,6,87.08989970885267,1,2,10,mensuel,1,0,0,0
56,38,52.966951956371204,2,4,4,mensuel,1,0,0,0
63,62,60.87630398748475,4,2,2,un_an,0,1,0,0
69,62,56.99612997971255,3,2,9,un_an,0,1,0,0
46,46,34.299624746682504,2,0,2,mensuel,1,0,0,0
66,13,75.7503476604023,3,4,1,un_an,0,1,0,0
46,3,65.77007291269618,4,2,8,mensuel,1,0,0,0
70,6,93.81170161203758,5,1,10,un_an,0,1,0,0
61,8,48.53589805397154,1,0,9,mensuel,1,0,0,0
74,44,86.77393117235391,3,2,1,mensuel,1,0,0,1
33,33,88.1846830056841,2,4,7,un_an,0,1,0,0
73,50,65.94143373615775,3,0,2,deux_ans,0,0,1,1
61,11,21.58276858332662,5,0,6,mensuel,1,0,0,1
64,28,54.748646851114195,1,2,5,un_an,0,1,0,0
74,70,100.71742248608234,3,0,1,un_an,0,1,0,0
27,41,70.94111542983819,5,1,2,deux_ans,0,0,1,0
47,16,78.86799411743772,2,2,2,mensuel,1,0,0,1
42,68,63.216668367300635,4,1,10,mensuel,1,0,0,0
56,48,60.53114180273743,2,1,10,deux_ans,0,0,1,0
37,56,27.653108626009875,1,0,6,mensuel,1,0,0,0
22,64,80.89478434110615,2,0,1,mensuel,1,0,0,1
18,59,86.59362409444753,2,0,4,mensuel,1,0,0,0
47,62,45.982754290666236,2,0,10,un_an,0,1,0,0
66,11,61.42289756983385,2,2,5,mensuel,1,0,0,0
20,18,58.72517445291419,1,5,2,deux_ans,0,0,1,0
62,19,73.40306587972572,5,2,2,mensuel,1,0,0,0
31,55,54.1127283698181,3,1,7,mensuel,1,0,0,0
73,26,83.62681846366004,4,4,7,mensuel,1,0,0,0
47,6,66.42648632248978,3,0,6,mensuel,1,0,0,0
67,4,20.0,3,1,1,un_an,0,1,0,0
21,29,73.85440550385286,4,0,3,un_an,0,1,0,0
35,59,84.92701975181569,1,2,9,mensuel,1,0,0,0
54,17,41.958766794701226,4,0,10,mensuel,1,0,0,0
42,43,73.17453869949148,1,0,1,un_an,0,1,0,0
65,66,101.5991933950842,3,4,2,un_an,0,1,0,0
18,34,67.24132750356478,1,3,8,un_an,0,1,0,1
70,8,87.83257728658978,5,2,7,un_an,0,1,0,0
63,13,56.1569005952696,4,3,9,mensuel,1,0,0,0
32,8,64.64071423085687,5,1,10,deux_ans,0,0,1,0
26,65,60.90757424147309,3,1,4,mensuel,1,0,0,0
32,43,57.25759147304887,4,0,4,mensuel,1,0,0,1
66,39,62.04555909833847,3,0,7,un_an,0,1,0,0
74,59,32.38636438151365,5,1,1,deux_ans,0,0,1,0
41,44,58.38239731233407,3,1,10,un_an,0,1,0,1
21,9,91.7561291085357,4,0,9,mensuel,1,0,0,0
29,37,45.72619886296333,4,1,2,mensuel,1,0,0,0
54,36,43.67733457053379,3,2,1,mensuel,1,0,0,0
54,28,66.2242474278951,4,0,7,deux_ans,0,0,1,0
60,42,67.2236628671449,4,2,6,mensuel,1,0,0,0
23,43,72.54929438107972,3,1,3,un_an,0,1,0,0
56,42,62.72522853630722,5,2,1,mensuel,1,0,0,0
73,66,66.43728328916667,4,1,5,un_an,0,1,0,0
63,55,57.98230452742001,4,2,10,deux_ans,0,0,1,0
41,48,39.484076894000715,4,0,4,mensuel,1,0,0,0
28,22,63.57216263378698,4,1,5,mensuel,1,0,0,1
30,27,79.49193992884928,3,1,1,un_an,0,1,0,1
51,67,75.30109252704668,5,4,1,mensuel,1,0,0,0
42,13,30.115157461214253,5,1,5,un_an,0,1,0,0
24,45,70.03850726618165,1,2,6,un_an,0,1,0,0
69,10,47.144609482856616,4,1,5,mensuel,1,0,0,0
21,9,92.84328010442763,4,1,2,un_an,0,1,0,1
25,54,71.5253956585676,1,1,9,mensuel,1,0,0,0
37,27,82.92567920261213,5,3,5,deux_ans,0,0,1,0
46,34,65.42336288829719,2,1,5,mensuel,1,0,0,0
71,1,63.678900022050456,2,1,10,un_an,0,1,0,0
70,32,94.91689835306494,5,0,9,mensuel,1,0,0,0
68,71,84.45548793250032,4,1,3,mensuel,1,0,0,1
62,67,67.35717304495095,2,1,5,mensuel,1,0,0,0
63,20,61.00667147725204,3,2,5,un_an,0,1,0,1
27,35,30.856505489382606,3,2,2,un_an,0,1,0,0
60,17,71.4913506974828,1,1,4,deux_ans,0,0,1,0
51,18,62.477920613605704,5,3,2,mensuel,1,0,0,0
74,45,76.07912094164553,5,0,5,un_an,0,1,0,0
43,53,82.15637683069573,2,0,10,un_an,0,1,0,0
58,68,89.65842190094494,4,1,2,mensuel,1,0,0,0
66,65,71.73985821788808,5,3,10,mensuel,1,0,0,0
20,1,44.07279069743589,2,1,9,mensuel,1,0,0,0
73,58,22.013728981637335,2,4,10,mensuel,1,0,0,0
23,26,48.506002792864166,5,0,6,mensuel,1,0,0,1
22,20,91.66976999010136,2,1,8,un_an,0,1,0,0
22,10,101.46982938598882,1,2,9,mensuel,1,0,0,0
71,59,60.24198496461649,1,0,8,un_an,0,1,0,0
64,41,35.78081491435297,5,0,5,deux_ans,0,0,1,0
40,5,52.0317284999432,4,0,5,un_an,0,1,0,0
66,65,87.75611645395742,1,0,6,un_an,0,1,0,0
26,17,53.17973652945787,1,0,1,mensuel,1,0,0,1
52,22,76.78247895335028,5,1,8,deux_ans,0,0,1,0
37,41,68.3711660259607,3,2,2,mensuel,1,0,0,0
66,68,79.20006518074108,2,3,6,un_an,0,1,0,1
59,69,101.36021997894076,1,3,9,deux_ans,0,0,1,0
52,11,76.79562951068677,3,3,3,un_an,0,1,0,0
67,56,67.93832553275858,4,2,2,un_an,0,1,0,0
35,51,103.56747131617838,3,1,10,mensuel,1,0,0,0
34,21,71.99104203250123,5,2,5,mensuel,1,0,0,0
41,26,49.14105005336799,4,1,9,un_an,0,1,0,0
20,19,78.74930579538972,4,1,6,mensuel,1,0,0,0
49,60,73.94911084265941,3,1,8,un_an,0,1,0,0
52,71,58.841953154588005,5,2,8,mensuel,1,0,0,0
55,47,54.64827895067453,1,1,7,deux_ans,0,0,1,0
30,71,59.03481025370184,3,0,5,mensuel,1,0,0,0
73,26,54.36221284996486,1,0,2,mensuel,1,0,0,0
64,40,59.68480362574216,3,2,10,un_an,0,1,0,0
42,5,48.14406795516277,1,0,10,mensuel,1,0,0,0
26,21,72.72309376319632,3,1,5,mensuel,1,0,0,1
21,4,71.22402627917639,4,1,7,mensuel,1,0,0,1
31,23,71.90403554458938,2,2,7,mensuel,1,0,0,0
54,15,63.75261321126692,4,3,2,mensuel,1,0,0,0
51,8,61.446734879498756,1,1,7,mensuel,1,0,0,0
28,41,93.8401159530703,5,1,6,un_an,0,1,0,0
58,19,66.34811773675605,4,0,7,mensuel,1,0,0,0
73,46,90.27533692110953,2,4,8,deux_ans,0,0,1,0
20,28,45.07168033667373,1,0,4,mensuel,1,0,0,1
45,68,76.78355668402757,4,2,1,mensuel,1,0,0,0
46,15,50.30593926679968,3,0,8,mensuel,1,0,0,0
26,37,53.876961434133314,5,0,8,deux_ans,0,0,1,0
20,1,56.76188320144897,1,4,3,mensuel,1,0,0,0
42,67,55.50802062792443,4,4,3,un_an,0,1,0,0
51,24,55.60790687036298,1,4,5,mensuel,1,0,0,0
29,27,89.3455017978113,3,1,3,mensuel,1,0,0,1
59,40,65.9082234623528,2,3,5,un_an,0,1,0,0
26,63,69.50110778419219,4,3,8,mensuel,1,0,0,0
32,61,55.85680072897101,1,0,1,mensuel,1,0,0,0
57,36,82.13878607436217,1,0,2,un_an,0,1,0,0
42,24,72.10112556477839,1,3,2,un_an,0,1,0,0
22,24,58.821427113005235,2,1,4,deux_ans,0,0,1,0
28,4,33.31432214746714,1,4,9,un_an,0,1,0,0
51,67,69.32592916803742,5,2,2,un_an,0,1,0,0
41,34,76.51359045070916,5,0,9,un_an,0,1,0,0
32,57,45.42304323353307,1,0,7,mensuel,1,0,0,0
55,49,59.092107626016755,5,1,10,un_an,0,1,0,0
25,53,75.74321002921911,4,1,8,un_an,0,1,0,0
22,23,33.58143885756465,5,1,1,mensuel,1,0,0,1
65,69,52.022956331802206,1,1,5,mensuel,1,0,0,0
43,53,72.53817883252803,3,0,9,mensuel,1,0,0,0
35,62,87.1003687770322,4,1,4,un_an,0,1,0,0
23,41,108.71559624542334,2,1,2,mensuel,1,0,0,0
54,57,104.1730953673418,1,2,6,deux_ans,0,0,1,0
65,60,67.87538964632019,2,0,2,mensuel,1,0,0,0
30,54,55.315462370360954,3,3,3,un_an,0,1,0,0
45,70,83.46244535541771,2,3,8,mensuel,1,0,0,0
22,57,54.12814152552686,1,0,3,un_an,0,1,0,1
30,10,49.75809430108697,1,2,2,un_an,0,1,0,1
34,40,58.89467895269799,3,5,6,un_an,0,1,0,1
67,7,56.386533996457864,1,2,3,un_an,0,1,0,0
57,38,73.25261246131751,3,0,1,deux_ans,0,0,1,0
62,61,52.95196755731278,3,3,3,mensuel,1,0,0,0
